index,estimator,training score,validation score,scoring,features dropped
47,rf2,0.7870361031879856,0.7867365513778168,accuracy_score,19
48,rf2,0.7867552043115811,0.7867365513778168,accuracy_score,20
49,rf2,0.7867552043115811,0.7744460485845208,accuracy_score,21
50,rf2,0.7867552043115811,0.7867365513778168,accuracy_score,22
51,rf2,0.7870361031879856,0.7867365513778168,accuracy_score,23
52,rf2,0.7881585167908977,0.7710689849978031,accuracy_score,24
53,rf2,0.7878799817199049,0.7756073065093213,accuracy_score,25
54,rf2,0.6924838867264447,0.6847278890214048,accuracy_score,26
55,rf2,0.6826666088847565,0.6701337015880988,accuracy_score,27
56,rf4,0.851573112501379,0.8125478626577113,accuracy_score,0
57,rf4,0.8487672754778826,0.8035904839620865,accuracy_score,1
58,rf4,0.8484879524717523,0.8125729709371665,accuracy_score,2
59,rf4,0.8504510928660352,0.8193082669010108,accuracy_score,3
60,rf4,0.84904738641915,0.8103320569957944,accuracy_score,4
61,rf4,0.8445577320075012,0.8159374803841567,accuracy_score,5
62,rf4,0.8448366610460626,0.808097420124286,accuracy_score,6
63,rf4,0.8445569440723639,0.8137028435126483,accuracy_score,7
64,rf4,0.8470822761870241,0.8147950536689473,accuracy_score,8
65,rf4,0.8493274973604172,0.8181721172556651,accuracy_score,9
66,rf4,0.8459602565516807,0.8103195028560668,accuracy_score,10
67,rf4,0.8431536315930472,0.8069675475488042,accuracy_score,11
68,rf4,0.8465228422396269,0.8136777352331931,accuracy_score,12
69,rf4,0.8456809335455505,0.8148138848785388,accuracy_score,13
70,rf4,0.839785996816742,0.8036155922415416,accuracy_score,14
71,rf4,0.8448366610460628,0.8148138848785387,accuracy_score,15
72,rf4,0.8468013773106197,0.8148201619484026,accuracy_score,16
73,rf4,0.845959862584112,0.8226727763480006,accuracy_score,17
74,rf4,0.8476444679074019,0.8271922666499278,accuracy_score,18
75,rf4,0.8470818822194557,0.8215491808423827,accuracy_score,19
76,rf4,0.8423129048016766,0.8181721172556651,accuracy_score,20
77,rf4,0.8487664875427454,0.8249074132195091,accuracy_score,21
78,rf4,0.8437162172809934,0.8092021844203126,accuracy_score,22
79,rf4,0.8454020045069889,0.8125478626577113,accuracy_score,23
80,rf4,0.8538171517720661,0.8215491808423827,accuracy_score,24
81,rf4,0.8330526971019745,0.8114933149205952,accuracy_score,25
82,rf4,0.7289617378697385,0.6835917393760592,accuracy_score,26
83,rf4,0.7076378492522495,0.6869750800326407,accuracy_score,27
84,rf6,0.9040413193185938,0.8271357730211537,accuracy_score,0
85,rf6,0.9043206423247238,0.8271294959512898,accuracy_score,1
86,rf6,0.9026368249365712,0.8282844768062269,accuracy_score,2
87,rf6,0.9012362702302348,0.8294143493817085,accuracy_score,3
88,rf6,0.8987089682777315,0.8204067541271736,accuracy_score,4
89,rf6,0.899271947933246,0.8226539451384095,accuracy_score,5
90,rf6,0.9015148053012275,0.8148138848785388,accuracy_score,6
91,rf6,0.9003927856658839,0.8282656455966355,accuracy_score,7
92,rf6,0.898989867154136,0.8294143493817085,accuracy_score,8
93,rf6,0.9009537954835558,0.8271608813006089,accuracy_score,9
94,rf6,0.9034810974360591,0.8193082669010107,accuracy_score,10
95,rf6,0.9015155932363648,0.831648986253217,accuracy_score,11
96,rf6,0.9020766030540365,0.8226916075575922,accuracy_score,12
97,rf6,0.8936586980159793,0.8249199673592369,accuracy_score,13
98,rf6,0.8967446459807429,0.8283033080158182,accuracy_score,14
99,rf6,0.8959039191893723,0.8282970309459545,accuracy_score,15
100,rf6,0.8959027372866665,0.8226790534178645,accuracy_score,16
101,rf6,0.8942197078336511,0.8249325214989642,accuracy_score,17
102,rf6,0.8869261862363491,0.8148703785073128,accuracy_score,18
103,rf6,0.8883287107805284,0.8170861841692296,accuracy_score,19
104,rf6,0.8869261862363491,0.8226602222082731,accuracy_score,20
105,rf6,0.8894515183510094,0.8283095850856821,accuracy_score,21
106,rf6,0.8908564067006004,0.8237900947837551,accuracy_score,22
107,rf6,0.8919772444332382,0.833927562613772,accuracy_score,23
108,rf6,0.8908560127330318,0.8316615403929447,accuracy_score,24
109,rf6,0.8630749956663568,0.8069675475488044,accuracy_score,25
110,rf6,0.7789050065398617,0.70041428661101,accuracy_score,26
111,rf6,0.7648750334872434,0.6925805034210031,accuracy_score,27
