index,estimator,training score,validation score,scoring,features dropped
41,rf2,0.7887214964464127,0.7744460485845208,accuracy_score,13
42,rf2,0.7881581228233291,0.775563367020275,accuracy_score,14
43,rf2,0.7867552043115811,0.775563367020275,accuracy_score,15
44,rf2,0.7867552043115811,0.775563367020275,accuracy_score,16
45,rf2,0.7845111650408938,0.775563367020275,accuracy_score,17
46,rf2,0.7870361031879856,0.7789153223275375,accuracy_score,18
47,rf2,0.7870361031879856,0.775563367020275,accuracy_score,19
48,rf2,0.7867552043115811,0.7867365513778168,accuracy_score,20
49,rf2,0.7867552043115811,0.7867365513778168,accuracy_score,21
50,rf2,0.7867552043115811,0.7867365513778168,accuracy_score,22
51,rf2,0.78731700206439,0.7867365513778168,accuracy_score,23
52,rf2,0.7867552043115811,0.7867365513778168,accuracy_score,24
53,rf2,0.7817080857903778,0.7789906471659029,accuracy_score,25
54,rf2,0.6902406353908945,0.6735044881049526,accuracy_score,26
55,rf2,0.6781761665379705,0.6599962337580817,accuracy_score,27
56,rf4,0.8512922136249743,0.8069675475488042,accuracy_score,0
57,rf4,0.8451199237278786,0.8114556525014123,accuracy_score,1
58,rf4,0.8510128906188441,0.8181783943255289,accuracy_score,2
59,rf4,0.8501698000220621,0.811436821291821,accuracy_score,3
60,rf4,0.8445565501047954,0.7957504237022157,accuracy_score,4
61,rf4,0.8493298611658288,0.8080723118448307,accuracy_score,5
62,rf4,0.8490450226137384,0.8137028435126483,accuracy_score,6
63,rf4,0.8473612052255859,0.8069738246186681,accuracy_score,7
64,rf4,0.8482062656602108,0.822635113928818,accuracy_score,8
65,rf4,0.849609184171959,0.8181846713953925,accuracy_score,9
66,rf4,0.8504510928660352,0.8125729709371665,accuracy_score,10
67,rf4,0.8524154151630239,0.8114493754315486,accuracy_score,11
68,rf4,0.8479261547189434,0.8148076078086749,accuracy_score,12
69,rf4,0.8462407614605165,0.8114493754315486,accuracy_score,13
70,rf4,0.8434365003072948,0.8081099742640134,accuracy_score,14
71,rf4,0.8473651449012717,0.8125855250768941,accuracy_score,15
72,rf4,0.8462427312983595,0.8114493754315486,accuracy_score,16
73,rf4,0.8445573380399326,0.8226853304877284,accuracy_score,17
74,rf4,0.8484859826339097,0.8215805661917017,accuracy_score,18
75,rf4,0.8498889011456576,0.8361559224154165,accuracy_score,19
76,rf4,0.8400680775958523,0.8047203565375682,accuracy_score,20
77,rf4,0.8322131522133098,0.8024606113866047,accuracy_score,21
78,rf4,0.8403513402776683,0.8069361621994853,accuracy_score,22
79,rf4,0.8465228422396267,0.8125666938673028,accuracy_score,23
80,rf4,0.8271636698866949,0.8137153976523759,accuracy_score,24
81,rf4,0.8324916872843028,0.8081350825434687,accuracy_score,25
82,rf4,0.7286780812203539,0.6745966982612516,accuracy_score,26
83,rf4,0.6851887892588682,0.6566380013809554,accuracy_score,27
84,rf6,0.9012350883275289,0.8316238779737619,accuracy_score,0
85,rf6,0.9026376128717084,0.826031008725127,accuracy_score,1
86,rf6,0.9020750271837622,0.830525390747599,accuracy_score,2
87,rf6,0.9020773909891737,0.8249262444291006,accuracy_score,3
88,rf6,0.8975873426099563,0.8192706044818279,accuracy_score,4
89,rf6,0.9023582898655782,0.8136840123030569,accuracy_score,5
90,rf6,0.8975873426099563,0.8237963718536185,accuracy_score,6
91,rf6,0.9001154324975967,0.8293955181721172,accuracy_score,7
92,rf6,0.9015155932363648,0.8293955181721172,accuracy_score,8
93,rf6,0.9001126747246166,0.828278199736363,accuracy_score,9
94,rf6,0.9023578958980096,0.8339024543343166,accuracy_score,10
95,rf6,0.902357501930441,0.8305191136777352,accuracy_score,11
96,rf6,0.9023578958980096,0.8294206264515724,accuracy_score,12
97,rf6,0.8981499282979024,0.8282970309459545,accuracy_score,13
98,rf6,0.8947822935215972,0.8204318624066286,accuracy_score,14
99,rf6,0.8973060497659832,0.8305316678174629,accuracy_score,15
100,rf6,0.888327528877823,0.8282844768062267,accuracy_score,16
101,rf6,0.891414658745292,0.8294269035214361,accuracy_score,17
102,rf6,0.8902926391099484,0.8193333751804659,accuracy_score,18
103,rf6,0.8902926391099484,0.8249387985688281,accuracy_score,19
104,rf6,0.8849618639393604,0.8237963718536188,accuracy_score,20
105,rf6,0.8863651764186773,0.811436821291821,accuracy_score,21
106,rf6,0.8900113462659753,0.8204381394764922,accuracy_score,22
107,rf6,0.8908544368627573,0.8395141547925427,accuracy_score,23
108,rf6,0.8667227413839292,0.8091959073504487,accuracy_score,24
109,rf6,0.863916116425296,0.8125729709371665,accuracy_score,25
110,rf6,0.7794671982602392,0.6981608185299103,accuracy_score,26
111,rf6,0.6851887892588682,0.6543908103697195,accuracy_score,27
