index,estimator,training score,validation score,scoring,features dropped
0,LogisticRegression,0.8299663551696422,0.8170422446801833,accuracy_score,0
1,LogisticRegression,0.8299667491372109,0.8181658401858012,accuracy_score,1
2,LogisticRegression,0.829686244228375,0.8181658401858012,accuracy_score,2
3,LogisticRegression,0.8299659612020738,0.814801330738811,accuracy_score,3
4,LogisticRegression,0.8299655672345052,0.814801330738811,accuracy_score,4
5,LogisticRegression,0.8291240525079975,0.814801330738811,accuracy_score,5
6,LogisticRegression,0.8299659612020738,0.8136777352331931,accuracy_score,6
7,LogisticRegression,0.8299659612020738,0.8136777352331931,accuracy_score,7
8,LogisticRegression,0.8288435475991616,0.8159186491745652,accuracy_score,8
9,LogisticRegression,0.8296858502608064,0.8159186491745652,accuracy_score,9
10,LogisticRegression,0.8296858502608064,0.8147950536689473,accuracy_score,10
11,LogisticRegression,0.8288435475991616,0.8147950536689474,accuracy_score,11
12,LogisticRegression,0.829123658540429,0.8147950536689474,accuracy_score,12
13,LogisticRegression,0.8291240525079975,0.8147950536689474,accuracy_score,13
14,LogisticRegression,0.8299659612020737,0.8136714581633294,accuracy_score,14
15,LogisticRegression,0.829966749137211,0.8114305442219572,accuracy_score,15
16,LogisticRegression,0.8299663551696425,0.8103132257862029,accuracy_score,16
17,LogisticRegression,0.8305269710197457,0.8092021844203126,accuracy_score,17
18,LogisticRegression,0.8294053453519705,0.8103195028560668,accuracy_score,18
19,LogisticRegression,0.8280032147753597,0.8159374803841567,accuracy_score,19
20,LogisticRegression,0.8265987203933373,0.8114430983616847,accuracy_score,20
21,LogisticRegression,0.8271609121137148,0.8136777352331933,accuracy_score,21
22,LogisticRegression,0.8277219219313867,0.8159186491745654,accuracy_score,22
23,LogisticRegression,0.8251965898167264,0.8181595631159375,accuracy_score,23
24,LogisticRegression,0.820709299210489,0.8136965664427847,accuracy_score,24
25,LogisticRegression,0.822392722631073,0.8148013307388112,accuracy_score,25
26,LogisticRegression,0.8204284003340845,0.8114242671520934,accuracy_score,26
27,LogisticRegression,0.8207081173077831,0.8091770761408574,accuracy_score,27
28,LogisticRegression,0.8207081173077831,0.8091770761408574,accuracy_score,28
29,LogisticRegression,0.8100453850639017,0.7991023790094783,accuracy_score,29
30,LogisticRegression,0.8106071828167105,0.8002259745150964,accuracy_score,30
31,LogisticRegression,0.8092054462076682,0.8013495700207143,accuracy_score,31
32,LogisticRegression,0.8080818507020503,0.8035967610319503,accuracy_score,32
33,LogisticRegression,0.8069598310667064,0.8002259745150964,accuracy_score,33
34,LogisticRegression,0.8049943268670123,0.7879229175820728,accuracy_score,34
35,LogisticRegression,0.8038715192965314,0.7856820036407005,accuracy_score,35
36,LogisticRegression,0.7985391682556692,0.7845270227857636,accuracy_score,36
37,LogisticRegression,0.7965756338938179,0.7856317870817902,accuracy_score,37
38,LogisticRegression,0.7861941944939093,0.7811436821291821,accuracy_score,38
39,LogisticRegression,0.7875971130056574,0.7856129558721989,accuracy_score,39
40,LogisticRegression,0.7875971130056574,0.7856129558721989,accuracy_score,40
41,LogisticRegression,0.7867552043115811,0.7867365513778168,accuracy_score,41
42,LogisticRegression,0.7867552043115811,0.7867365513778168,accuracy_score,42
43,XGBClassifier,0.9118946688308618,0.8192643274119641,accuracy_score,0
44,XGBClassifier,0.9118946688308618,0.8192643274119641,accuracy_score,1
45,XGBClassifier,0.9118946688308618,0.8192643274119641,accuracy_score,2
46,XGBClassifier,0.9121751737396977,0.8192643274119641,accuracy_score,3
47,XGBClassifier,0.9121751737396977,0.8192643274119641,accuracy_score,4
48,XGBClassifier,0.9121751737396977,0.8192643274119641,accuracy_score,5
49,XGBClassifier,0.9121751737396977,0.8192643274119641,accuracy_score,6
50,XGBClassifier,0.9118950627984305,0.8181407319063461,accuracy_score,7
51,XGBClassifier,0.9118950627984305,0.8181407319063461,accuracy_score,8
52,XGBClassifier,0.9118950627984305,0.8181407319063461,accuracy_score,9
53,XGBClassifier,0.9118950627984305,0.8181407319063461,accuracy_score,10
54,XGBClassifier,0.9118950627984305,0.8181407319063461,accuracy_score,11
55,XGBClassifier,0.9121751737396979,0.819264327411964,accuracy_score,12
56,XGBClassifier,0.9130174764013427,0.8226413909986817,accuracy_score,13
57,XGBClassifier,0.9132991632128842,0.8237649865042999,accuracy_score,14
58,XGBClassifier,0.9132991632128842,0.8237649865042999,accuracy_score,15
59,XGBClassifier,0.9135796681217203,0.8170234134705918,accuracy_score,16
60,XGBClassifier,0.9132991632128844,0.822635113928818,accuracy_score,17
61,XGBClassifier,0.9132991632128842,0.8125227543782563,accuracy_score,18
62,XGBClassifier,0.9099323163717162,0.8136651810934655,accuracy_score,19
63,XGBClassifier,0.9099323163717162,0.8136651810934655,accuracy_score,20
64,XGBClassifier,0.908247317080858,0.8136651810934655,accuracy_score,21
65,XGBClassifier,0.9102128212805521,0.8203941999874459,accuracy_score,22
66,XGBClassifier,0.9102128212805521,0.8203941999874459,accuracy_score,23
67,XGBClassifier,0.9085290038923995,0.8147699453894923,accuracy_score,24
68,XGBClassifier,0.9110551239421969,0.8204004770573097,accuracy_score,25
69,XGBClassifier,0.9057227729013348,0.8125290314481199,accuracy_score,26
70,XGBClassifier,0.9051641268890744,0.802422948967422,accuracy_score,27
71,XGBClassifier,0.9071272672833572,0.833864791915134,accuracy_score,28
72,XGBClassifier,0.9071272672833572,0.833864791915134,accuracy_score,29
73,XGBClassifier,0.9046011472335597,0.8147699453894923,accuracy_score,30
74,XGBClassifier,0.9009522196132815,0.8204004770573098,accuracy_score,31
