iteration,estimator,scoring,loss,mean_score,std_score,min_score,max_score,train_time,status,params
12,LogisticRegression,accuracy,0.19753311154353137,0.8024668884564686,0.012539244820333272,0.7921348314606742,0.8258426966292135,0.11352670000019316,ok,"{'C': 0.08641363441104975, 'penalty': 'l2', 'n_jobs': 5, 'random_state': 0}"
13,LogisticRegression,accuracy,0.22999183980917703,0.770008160190823,0.0433329415336097,0.6927374301675978,0.8089887640449438,0.1150307000000339,ok,"{'C': 0.0038766133255156224, 'penalty': 'l2', 'n_jobs': 5, 'random_state': 0}"
14,LogisticRegression,accuracy,0.2614211286171615,0.7385788713828385,0.04886714652159393,0.664804469273743,0.7865168539325843,0.11387309999986428,ok,"{'C': 0.0024366520296150145, 'penalty': 'l2', 'n_jobs': 5, 'random_state': 0}"
15,LogisticRegression,accuracy,0.19521687276379396,0.804783127236206,0.035272346323246904,0.7430167597765364,0.848314606741573,0.16332409999995434,ok,"{'C': 0.009693131474215822, 'penalty': 'l2', 'n_jobs': 5, 'random_state': 0}"
16,LogisticRegression,accuracy,0.19417487916640508,0.8058251208335949,0.012765828699315621,0.7921348314606742,0.8258426966292135,0.11258750000001783,ok,"{'C': 0.15377608590333477, 'penalty': 'l2', 'n_jobs': 5, 'random_state': 0}"
17,LogisticRegression,accuracy,0.25917393760592555,0.7408260623940744,0.05060163774898746,0.664804469273743,0.7921348314606742,0.11349840000002587,ok,"{'C': 0.0025459113945018263, 'penalty': 'l2', 'n_jobs': 5, 'random_state': 0}"
18,LogisticRegression,accuracy,0.19299479003201314,0.8070052099679869,0.026787511660775795,0.7653631284916201,0.848314606741573,0.1163790999999037,ok,"{'C': 0.011096512080512908, 'penalty': 'l2', 'n_jobs': 5, 'random_state': 0}"
19,LogisticRegression,accuracy,0.195298474672023,0.804701525327977,0.013643909866268065,0.7921348314606742,0.8258426966292135,0.11339829999997164,ok,"{'C': 0.1521951932852778, 'penalty': 'l2', 'n_jobs': 5, 'random_state': 0}"
20,LogisticRegression,accuracy,0.19417487916640508,0.8058251208335949,0.01276582869931562,0.7921348314606742,0.8258426966292135,0.11297029999991537,ok,"{'C': 0.13446109682991583, 'penalty': 'l2', 'n_jobs': 5, 'random_state': 0}"
1,XGBClassifier,accuracy,0.2076329169543657,0.7923670830456343,0.03777305011872384,0.7303370786516854,0.848314606741573,16.124197800000047,ok,"{'colsample_bytree': 0.9925314421281035, 'gamma': 1.4021868883954636, 'learning_rate': 0.17835787540864873, 'max_depth': 8, 'min_child_weight': 13.10862776734247, 'n_estimators': 9520, 'subsample': 0.49201447013777955, 'n_jobs': 5, 'random_state': 0}"
2,XGBClassifier,accuracy,0.21323834034272804,0.786761659657272,0.019068415841970186,0.7528089887640449,0.8089887640449438,1.9995088000000578,ok,"{'colsample_bytree': 0.6688077478249749, 'gamma': 6.257090192617115, 'learning_rate': 0.26564338394658915, 'max_depth': 7, 'min_child_weight': 14.605419104869227, 'n_estimators': 2444, 'subsample': 0.3893414832741175, 'n_jobs': 5, 'random_state': 0}"
3,XGBClassifier,accuracy,0.18854434749858773,0.8114556525014123,0.028054258277742057,0.7752808988764045,0.8595505617977528,0.8042826000000787,ok,"{'colsample_bytree': 0.827428261935166, 'gamma': 4.4498399680293135, 'learning_rate': 0.11204361322269911, 'max_depth': 18, 'min_child_weight': 14.937643407249292, 'n_estimators': 640, 'subsample': 0.9893809560749318, 'n_jobs': 5, 'random_state': 0}"
4,XGBClassifier,accuracy,0.17845709622748096,0.821542903772519,0.02398041972989258,0.797752808988764,0.8651685393258427,4.238561899999922,ok,"{'colsample_bytree': 0.7426829100725754, 'gamma': 5.7477542681777285, 'learning_rate': 0.09573423908748349, 'max_depth': 4, 'min_child_weight': 7.167721064741471, 'n_estimators': 3010, 'subsample': 0.625516963628667, 'n_jobs': 5, 'random_state': 0}"
5,XGBClassifier,accuracy,0.20758897746531912,0.7924110225346809,0.029149345895667027,0.7541899441340782,0.8370786516853933,4.720363899999938,ok,"{'colsample_bytree': 0.5904393435628683, 'gamma': 9.878536011862625, 'learning_rate': 0.2672669100497802, 'max_depth': 6, 'min_child_weight': 13.147422041486406, 'n_estimators': 3770, 'subsample': 0.5354437642152787, 'n_jobs': 5, 'random_state': 0}"
6,XGBClassifier,accuracy,0.20426213043751174,0.7957378695624883,0.014429813615335409,0.7752808988764045,0.8202247191011236,7.405742400000008,ok,"{'colsample_bytree': 0.7840612240058413, 'gamma': 9.348214246963808, 'learning_rate': 0.1774405888352719, 'max_depth': 18, 'min_child_weight': 12.832828109576706, 'n_estimators': 6057, 'subsample': 0.4412477679030174, 'n_jobs': 5, 'random_state': 0}"
7,XGBClassifier,accuracy,0.17845709622748096,0.821542903772519,0.017960154742452453,0.797752808988764,0.8426966292134831,46.847284500000114,ok,"{'colsample_bytree': 0.6182657199019141, 'gamma': 6.3524457609952165, 'learning_rate': 0.06601408562297924, 'max_depth': 13, 'min_child_weight': 1.9841841566829381, 'n_estimators': 9528, 'subsample': 0.903624897905132, 'n_jobs': 5, 'random_state': 0}"
8,XGBClassifier,accuracy,0.21885004080095416,0.7811499591990458,0.01658836111669266,0.7528089887640449,0.8033707865168539,0.8796753999999964,ok,"{'colsample_bytree': 0.6631763987021964, 'gamma': 9.524692295016902, 'learning_rate': 0.05503473792738692, 'max_depth': 3, 'min_child_weight': 19.737930845803895, 'n_estimators': 786, 'subsample': 0.5366922563822685, 'n_jobs': 5, 'random_state': 0}"
9,XGBClassifier,accuracy,0.2008474044316113,0.7991525955683887,0.029814162990099504,0.7541899441340782,0.8314606741573034,8.452892499999962,ok,"{'colsample_bytree': 0.7719294948840743, 'gamma': 7.734334479843979, 'learning_rate': 0.06844607033739432, 'max_depth': 4, 'min_child_weight': 17.73820559533358, 'n_estimators': 6239, 'subsample': 0.7236220823027415, 'n_jobs': 5, 'random_state': 0}"
10,XGBClassifier,accuracy,0.19305128366078717,0.8069487163392128,0.01909176758305235,0.7865168539325843,0.8370786516853933,10.49581020000005,ok,"{'colsample_bytree': 0.7408723910520609, 'gamma': 7.184511107927282, 'learning_rate': 0.09982335847052705, 'max_depth': 19, 'min_child_weight': 6.848195042726173, 'n_estimators': 9143, 'subsample': 0.3087040029756814, 'n_jobs': 5, 'random_state': 0}"
11,XGBClassifier,accuracy,0.2098675538258742,0.7901324461741258,0.02848494882034089,0.7528089887640449,0.8370786516853933,13.548885800000107,ok,"{'colsample_bytree': 0.5043924472046, 'gamma': 9.954001757543004, 'learning_rate': 0.03177022934114465, 'max_depth': 14, 'min_child_weight': 10.532658278893505, 'n_estimators': 8284, 'subsample': 0.9531647346664549, 'n_jobs': 5, 'random_state': 0}"
12,XGBClassifier,accuracy,0.15938108091143055,0.8406189190885694,0.029475975856306538,0.7865168539325843,0.8764044943820225,6.882309699999951,ok,"{'colsample_bytree': 0.9210869966414876, 'gamma': 2.501986495011054, 'learning_rate': 0.028767611115457767, 'max_depth': 8, 'min_child_weight': 4.7125345611101475, 'n_estimators': 3834, 'subsample': 0.5074273418655111, 'n_jobs': 5, 'random_state': 0}"
13,XGBClassifier,accuracy,0.17510514092021834,0.8248948590797817,0.02884607906155599,0.7921348314606742,0.8651685393258427,0.43811679999998887,ok,"{'colsample_bytree': 0.7864551054912786, 'gamma': 0.2728099168534226, 'learning_rate': 0.19802320174656923, 'max_depth': 3, 'min_child_weight': 11.258375859370839, 'n_estimators': 227, 'subsample': 0.5788571694133782, 'n_jobs': 5, 'random_state': 0}"
14,XGBClassifier,accuracy,0.17843826501788962,0.8215617349821104,0.021611784723097553,0.7921348314606742,0.8539325842696629,14.504316900000049,ok,"{'colsample_bytree': 0.7408462390110162, 'gamma': 5.943991481493777, 'learning_rate': 0.1721507021946159, 'max_depth': 17, 'min_child_weight': 3.350679827154777, 'n_estimators': 5569, 'subsample': 0.6015077261422634, 'n_jobs': 5, 'random_state': 0}"
15,XGBClassifier,accuracy,0.21104136589040234,0.7889586341095977,0.03806237014179758,0.7191011235955056,0.8268156424581006,7.27569010000002,ok,"{'colsample_bytree': 0.5410057866580101, 'gamma': 0.7172721530334469, 'learning_rate': 0.12962756404724915, 'max_depth': 9, 'min_child_weight': 14.383281100888363, 'n_estimators': 7036, 'subsample': 0.43630076055604783, 'n_jobs': 5, 'random_state': 0}"
16,XGBClassifier,accuracy,0.20765802523382082,0.7923419747661792,0.04763714018198231,0.702247191011236,0.8426966292134831,9.543528500000093,ok,"{'colsample_bytree': 0.9212839745627243, 'gamma': 1.6625560079428914, 'learning_rate': 0.21151992459191374, 'max_depth': 11, 'min_child_weight': 10.54681663824178, 'n_estimators': 8749, 'subsample': 0.4463688363681725, 'n_jobs': 5, 'random_state': 0}"
17,XGBClassifier,accuracy,0.17624756763542782,0.8237524323645722,0.027407821951015217,0.7865168539325843,0.8603351955307262,13.810960000000023,ok,"{'colsample_bytree': 0.7503893236211954, 'gamma': 6.443464670728741, 'learning_rate': 0.10541751333171305, 'max_depth': 19, 'min_child_weight': 1.4761052598836915, 'n_estimators': 4261, 'subsample': 0.7100559561678619, 'n_jobs': 5, 'random_state': 0}"
18,XGBClassifier,accuracy,0.2087251271106647,0.7912748728893353,0.03000142335582071,0.7584269662921348,0.8370786516853933,7.082591299999876,ok,"{'colsample_bytree': 0.6615188432566849, 'gamma': 7.608731945951038, 'learning_rate': 0.15613048960481002, 'max_depth': 19, 'min_child_weight': 18.928395582727855, 'n_estimators': 5857, 'subsample': 0.7260883539156154, 'n_jobs': 5, 'random_state': 0}"
19,XGBClassifier,accuracy,0.1807356725880359,0.8192643274119641,0.034137523443219686,0.7808988764044944,0.8651685393258427,1.1127197999999225,ok,"{'colsample_bytree': 0.6538959822038657, 'gamma': 0.24151130640622687, 'learning_rate': 0.24337219265817628, 'max_depth': 17, 'min_child_weight': 18.176622186150134, 'n_estimators': 877, 'subsample': 0.9915166129651951, 'n_jobs': 5, 'random_state': 0}"
20,XGBClassifier,accuracy,0.22220199610821667,0.7777980038917833,0.01696827250458188,0.7584269662921348,0.8033707865168539,7.0648099,ok,"{'colsample_bytree': 0.7176124214893598, 'gamma': 8.806325126515077, 'learning_rate': 0.1848256081693691, 'max_depth': 3, 'min_child_weight': 18.342634342891607, 'n_estimators': 7415, 'subsample': 0.33761464077085435, 'n_jobs': 5, 'random_state': 0}"
1,RandomForestClassifier,accuracy,0.19753311154353148,0.8024668884564685,0.013968058793962826,0.7752808988764045,0.8146067415730337,30.700265400000035,ok,"{'bootstrap': True, 'max_depth': 12, 'max_features': 'auto', 'min_samples_leaf': 16, 'min_samples_split': 39, 'n_estimators': 8560, 'n_jobs': 5, 'random_state': 0}"
2,RandomForestClassifier,accuracy,0.21209591362751867,0.7879040863724813,0.024212517753442717,0.7528089887640449,0.8146067415730337,23.26083420000009,ok,"{'bootstrap': False, 'max_depth': 3, 'max_features': 'auto', 'min_samples_leaf': 15, 'min_samples_split': 29, 'n_estimators': 8399, 'n_jobs': 5, 'random_state': 0}"
3,RandomForestClassifier,accuracy,0.18295147824995295,0.817048521750047,0.007856409328616325,0.8033707865168539,0.8268156424581006,1.5600319000000127,ok,"{'bootstrap': True, 'max_depth': 18, 'max_features': 'auto', 'min_samples_leaf': 11, 'min_samples_split': 31, 'n_estimators': 346, 'n_jobs': 5, 'random_state': 0}"
4,RandomForestClassifier,accuracy,0.17284539576925495,0.827154604230745,0.017958316215086968,0.797752808988764,0.8539325842696629,23.10027070000001,ok,"{'bootstrap': True, 'max_depth': 5, 'max_features': 'auto', 'min_samples_leaf': 4, 'min_samples_split': 6, 'n_estimators': 6244, 'n_jobs': 5, 'random_state': 0}"
5,RandomForestClassifier,accuracy,0.19641579310777735,0.8035842068922227,0.018188500719847307,0.7752808988764045,0.8314606741573034,22.68778210000005,ok,"{'bootstrap': False, 'max_depth': 13, 'max_features': 'sqrt', 'min_samples_leaf': 25, 'min_samples_split': 27, 'n_estimators': 7989, 'n_jobs': 5, 'random_state': 0}"
6,RandomForestClassifier,accuracy,0.20539200301299354,0.7946079969870065,0.013169023297742307,0.7696629213483146,0.8089887640449438,4.537903899999947,ok,"{'bootstrap': True, 'max_depth': 7, 'max_features': 'sqrt', 'min_samples_leaf': 24, 'min_samples_split': 34, 'n_estimators': 1129, 'n_jobs': 5, 'random_state': 0}"
7,RandomForestClassifier,accuracy,0.2266775469210972,0.7733224530789028,0.027565283291436326,0.7415730337078652,0.8089887640449438,19.40521079999985,ok,"{'bootstrap': True, 'max_depth': 2, 'max_features': 'sqrt', 'min_samples_leaf': 30, 'min_samples_split': 22, 'n_estimators': 5314, 'n_jobs': 5, 'random_state': 0}"
8,RandomForestClassifier,accuracy,0.17958069173309887,0.8204193082669011,0.013382197701765424,0.797752808988764,0.8370786516853933,17.41280760000018,ok,"{'bootstrap': True, 'max_depth': 14, 'max_features': 'auto', 'min_samples_leaf': 9, 'min_samples_split': 20, 'n_estimators': 4795, 'n_jobs': 5, 'random_state': 0}"
9,RandomForestClassifier,accuracy,0.18743330613269715,0.8125666938673028,0.013617003199682266,0.7865168539325843,0.8258426966292135,12.624713799999881,ok,"{'bootstrap': True, 'max_depth': 6, 'max_features': 'auto', 'min_samples_leaf': 14, 'min_samples_split': 19, 'n_estimators': 3462, 'n_jobs': 5, 'random_state': 0}"
10,RandomForestClassifier,accuracy,0.18069801016885323,0.8193019898311468,0.01861528118199624,0.7921348314606742,0.848314606741573,20.8254179999999,ok,"{'bootstrap': False, 'max_depth': 5, 'max_features': 'auto', 'min_samples_leaf': 11, 'min_samples_split': 37, 'n_estimators': 6863, 'n_jobs': 5, 'random_state': 0}"
11,RandomForestClassifier,accuracy,0.19640951603791346,0.8035904839620865,0.011792557928486406,0.7808988764044944,0.8146067415730337,30.517729700000018,ok,"{'bootstrap': True, 'max_depth': 11, 'max_features': 'auto', 'min_samples_leaf': 15, 'min_samples_split': 34, 'n_estimators': 8527, 'n_jobs': 5, 'random_state': 0}"
12,RandomForestClassifier,accuracy,0.2020149394262758,0.7979850605737242,0.016969784108257197,0.7696629213483146,0.8202247191011236,22.54228839999996,ok,"{'bootstrap': False, 'max_depth': 15, 'max_features': 'auto', 'min_samples_leaf': 28, 'min_samples_split': 10, 'n_estimators': 7904, 'n_jobs': 5, 'random_state': 0}"
13,RandomForestClassifier,accuracy,0.21320695499340903,0.786793045006591,0.02741879442681795,0.7528089887640449,0.8146067415730337,23.448718499999814,ok,"{'bootstrap': True, 'max_depth': 4, 'max_features': 'auto', 'min_samples_leaf': 29, 'min_samples_split': 6, 'n_estimators': 6401, 'n_jobs': 5, 'random_state': 0}"
14,RandomForestClassifier,accuracy,0.18855690163831507,0.8114430983616849,0.009874998050489994,0.7921348314606742,0.8202247191011236,4.774360299999898,ok,"{'bootstrap': True, 'max_depth': 8, 'max_features': 'auto', 'min_samples_leaf': 13, 'min_samples_split': 10, 'n_estimators': 1281, 'n_jobs': 5, 'random_state': 0}"
15,RandomForestClassifier,accuracy,0.2020149394262758,0.7979850605737242,0.016969784108257197,0.7696629213483146,0.8202247191011236,16.01389240000003,ok,"{'bootstrap': False, 'max_depth': 11, 'max_features': 'auto', 'min_samples_leaf': 28, 'min_samples_split': 32, 'n_estimators': 5635, 'n_jobs': 5, 'random_state': 0}"
16,RandomForestClassifier,accuracy,0.18069173309898934,0.8193082669010107,0.017138463069852505,0.7921348314606742,0.8426966292134831,15.716483400000016,ok,"{'bootstrap': False, 'max_depth': 12, 'max_features': 'auto', 'min_samples_leaf': 15, 'min_samples_split': 33, 'n_estimators': 4960, 'n_jobs': 5, 'random_state': 0}"
17,RandomForestClassifier,accuracy,0.216577741510263,0.783422258489737,0.026181654639528644,0.7528089887640449,0.8146067415730337,14.380899999999883,ok,"{'bootstrap': True, 'max_depth': 15, 'max_features': 'auto', 'min_samples_leaf': 33, 'min_samples_split': 25, 'n_estimators': 4030, 'n_jobs': 5, 'random_state': 0}"
18,RandomForestClassifier,accuracy,0.20202749356600347,0.7979725064339965,0.014305812669315379,0.7696629213483146,0.8089887640449438,7.1754121000001305,ok,"{'bootstrap': True, 'max_depth': 5, 'max_features': 'auto', 'min_samples_leaf': 17, 'min_samples_split': 38, 'n_estimators': 1937, 'n_jobs': 5, 'random_state': 0}"
19,RandomForestClassifier,accuracy,0.21320067792354525,0.7867993220764548,0.030204768398468668,0.7486033519553073,0.8258426966292135,16.261257599999908,ok,"{'bootstrap': True, 'max_depth': 9, 'max_features': 'auto', 'min_samples_leaf': 36, 'min_samples_split': 12, 'n_estimators': 4543, 'n_jobs': 5, 'random_state': 0}"
20,RandomForestClassifier,accuracy,0.18404368840625196,0.815956311593748,0.020648678685684867,0.7865168539325843,0.8426966292134831,21.564487599999893,ok,"{'bootstrap': False, 'max_depth': 7, 'max_features': 'auto', 'min_samples_leaf': 17, 'min_samples_split': 28, 'n_estimators': 7074, 'n_jobs': 5, 'random_state': 0}"
1,KNeighborsClassifier,accuracy,0.19861276756010293,0.8013872324398971,0.025640000988858457,0.7653631284916201,0.8258426966292135,0.19829279999999017,ok,"{'algorithm': 'ball_tree', 'n_neighbors': 3, 'weights': 'distance', 'n_jobs': 5}"
2,KNeighborsClassifier,accuracy,0.22329420626451568,0.7767057937354843,0.022536390766824656,0.7318435754189944,0.7921348314606742,0.11533780000013394,ok,"{'algorithm': 'ball_tree', 'n_neighbors': 1, 'weights': 'distance', 'n_jobs': 5}"
3,KNeighborsClassifier,accuracy,0.19638440775845845,0.8036155922415416,0.029331541869802996,0.7808988764044944,0.8539325842696629,0.12212990000011814,ok,"{'algorithm': 'auto', 'n_neighbors': 16, 'weights': 'uniform', 'n_jobs': 5}"
4,KNeighborsClassifier,accuracy,0.18068545602912567,0.8193145439708743,0.013328955463931464,0.8033707865168539,0.8426966292134831,0.12212590000012824,ok,"{'algorithm': 'brute', 'n_neighbors': 4, 'weights': 'uniform', 'n_jobs': 5}"
5,KNeighborsClassifier,accuracy,0.17729583830268025,0.8227041616973197,0.02261217167493919,0.7932960893854749,0.848314606741573,0.12002499999994143,ok,"{'algorithm': 'brute', 'n_neighbors': 5, 'weights': 'uniform', 'n_jobs': 5}"
6,KNeighborsClassifier,accuracy,0.1829012616910426,0.8170987383089574,0.030196213692167868,0.7821229050279329,0.8707865168539326,0.1148663999999826,ok,"{'algorithm': 'ball_tree', 'n_neighbors': 14, 'weights': 'distance', 'n_jobs': 5}"
7,KNeighborsClassifier,accuracy,0.17729583830268025,0.8227041616973197,0.02261217167493919,0.7932960893854749,0.848314606741573,0.1215157999999974,ok,"{'algorithm': 'brute', 'n_neighbors': 5, 'weights': 'uniform', 'n_jobs': 5}"
8,KNeighborsClassifier,accuracy,0.19076015316050476,0.8092398468394952,0.02923058969432721,0.7752808988764045,0.848314606741573,0.12535410000009506,ok,"{'algorithm': 'brute', 'n_neighbors': 8, 'weights': 'uniform', 'n_jobs': 5}"
9,KNeighborsClassifier,accuracy,0.1840311342665244,0.8159688657334756,0.020197896160822914,0.7877094972067039,0.848314606741573,0.11698580000006586,ok,"{'algorithm': 'brute', 'n_neighbors': 12, 'weights': 'distance', 'n_jobs': 5}"
10,KNeighborsClassifier,accuracy,0.19186491745653134,0.8081350825434687,0.04009034054710842,0.7597765363128491,0.8539325842696629,0.12051659999997355,ok,"{'algorithm': 'brute', 'n_neighbors': 7, 'weights': 'uniform', 'n_jobs': 5}"
11,KNeighborsClassifier,accuracy,0.18962400351515907,0.8103759964848409,0.0262301197558072,0.7653631284916201,0.8370786516853933,0.115295500000002,ok,"{'algorithm': 'auto', 'n_neighbors': 4, 'weights': 'distance', 'n_jobs': 5}"
12,KNeighborsClassifier,accuracy,0.1817964973950159,0.8182035026049841,0.02006559025252093,0.7988826815642458,0.8539325842696629,0.11425959999996849,ok,"{'algorithm': 'ball_tree', 'n_neighbors': 11, 'weights': 'distance', 'n_jobs': 5}"
13,KNeighborsClassifier,accuracy,0.2244178017701337,0.7755821982298663,0.02215607027318656,0.7318435754189944,0.7921348314606742,0.11326580000013564,ok,"{'algorithm': 'kd_tree', 'n_neighbors': 2, 'weights': 'distance', 'n_jobs': 5}"
14,KNeighborsClassifier,accuracy,0.19186491745653134,0.8081350825434687,0.04009034054710842,0.7597765363128491,0.8539325842696629,0.18542890000003354,ok,"{'algorithm': 'ball_tree', 'n_neighbors': 7, 'weights': 'uniform', 'n_jobs': 5}"
15,KNeighborsClassifier,accuracy,0.18853179335886006,0.8114682066411399,0.025353030008700962,0.7752808988764045,0.848314606741573,0.12123580000002221,ok,"{'algorithm': 'brute', 'n_neighbors': 9, 'weights': 'uniform', 'n_jobs': 5}"
16,KNeighborsClassifier,accuracy,0.19973008599585707,0.8002699140041429,0.033678906904440385,0.7597765363128491,0.8595505617977528,0.12006089999999858,ok,"{'algorithm': 'auto', 'n_neighbors': 14, 'weights': 'uniform', 'n_jobs': 5}"
17,KNeighborsClassifier,accuracy,0.19863159876969438,0.8013684012303056,0.028829505619454573,0.7696629213483146,0.848314606741573,0.11837519999994583,ok,"{'algorithm': 'kd_tree', 'n_neighbors': 17, 'weights': 'uniform', 'n_jobs': 5}"
18,KNeighborsClassifier,accuracy,0.17504237022158053,0.8249576297784195,0.02886010371108041,0.7877094972067039,0.8595505617977528,0.12433850000002167,ok,"{'algorithm': 'brute', 'n_neighbors': 6, 'weights': 'uniform', 'n_jobs': 5}"
19,KNeighborsClassifier,accuracy,0.18854434749858773,0.8114556525014123,0.02805425827774205,0.7752808988764045,0.8539325842696629,0.11961780000001454,ok,"{'algorithm': 'ball_tree', 'n_neighbors': 11, 'weights': 'uniform', 'n_jobs': 5}"
20,KNeighborsClassifier,accuracy,0.21320695499340914,0.7867930450065909,0.02787543049039784,0.7541899441340782,0.8202247191011236,0.12438799999995354,ok,"{'algorithm': 'brute', 'n_neighbors': 19, 'weights': 'uniform', 'n_jobs': 5}"
