iteration,estimator,scoring,loss,mean_score,std_score,min_score,max_score,train_time,status,params
14,XGBClassifier,accuracy,0.18627832527776034,0.8137216747222397,0.0220176079499151,0.7877094972067039,0.848314606741573,6.64335078299996,ok,"{'colsample_bytree': 0.8829884443468518, 'gamma': 8.190956578165403, 'learning_rate': 0.29573958876502404, 'max_depth': 16, 'min_child_weight': 7.984902448964396, 'n_estimators': 9834, 'subsample': 0.5685379944734865, 'n_jobs': 5, 'random_state': 0}"
15,XGBClassifier,accuracy,0.21771389115560857,0.7822861088443914,0.02209549456078986,0.7528089887640449,0.8146067415730337,2.4462392890000046,ok,"{'colsample_bytree': 0.5321056446148021, 'gamma': 9.730223795570064, 'learning_rate': 0.10390244036595347, 'max_depth': 11, 'min_child_weight': 15.431928727058027, 'n_estimators': 5728, 'subsample': 0.46344171667008804, 'n_jobs': 5, 'random_state': 0}"
16,XGBClassifier,accuracy,0.17510514092021834,0.8248948590797817,0.01943214366809201,0.7921348314606742,0.8435754189944135,2.912593431000005,ok,"{'colsample_bytree': 0.8384742475744704, 'gamma': 6.348183408260747, 'learning_rate': 0.24900148153692106, 'max_depth': 4, 'min_child_weight': 3.941603153364846, 'n_estimators': 4444, 'subsample': 0.7489669158589414, 'n_jobs': 5, 'random_state': 0}"
17,XGBClassifier,accuracy,0.1952984746720231,0.8047015253279769,0.02480715640540286,0.7640449438202247,0.8370786516853933,2.2410872049999853,ok,"{'colsample_bytree': 0.8410473337538873, 'gamma': 8.182201153587993, 'learning_rate': 0.22873239982747598, 'max_depth': 19, 'min_child_weight': 15.429852011598127, 'n_estimators': 3684, 'subsample': 0.8024926780230284, 'n_jobs': 5, 'random_state': 0}"
18,XGBClassifier,accuracy,0.2042746845772394,0.7957253154227606,0.03135798568608402,0.7471910112359551,0.8370786516853933,1.5438623050000615,ok,"{'colsample_bytree': 0.6306139979875411, 'gamma': 9.263508659480662, 'learning_rate': 0.2123087547738799, 'max_depth': 12, 'min_child_weight': 16.151179268092775, 'n_estimators': 2512, 'subsample': 0.9226393701373818, 'n_jobs': 5, 'random_state': 0}"
19,XGBClassifier,accuracy,0.18297658652940796,0.817023413470592,0.028745998898672524,0.7865168539325843,0.8539325842696629,2.364603638999938,ok,"{'colsample_bytree': 0.5797744708446745, 'gamma': 5.2632877051438705, 'learning_rate': 0.24371069157578445, 'max_depth': 3, 'min_child_weight': 7.393581902615538, 'n_estimators': 4843, 'subsample': 0.865622962042836, 'n_jobs': 5, 'random_state': 0}"
20,XGBClassifier,accuracy,0.20206515598518615,0.7979348440148138,0.06031359546159702,0.6853932584269663,0.8595505617977528,3.9064580909999904,ok,"{'colsample_bytree': 0.7798352283747315, 'gamma': 0.6606973991979737, 'learning_rate': 0.14732222266984696, 'max_depth': 11, 'min_child_weight': 12.098451841451734, 'n_estimators': 7935, 'subsample': 0.6845887651393017, 'n_jobs': 5, 'random_state': 0}"
1,RandomForestClassifier,accuracy,0.216577741510263,0.783422258489737,0.02665948943375417,0.7528089887640449,0.8202247191011236,10.36732823400007,ok,"{'bootstrap': False, 'max_depth': 2, 'max_features': 'sqrt', 'min_samples_leaf': 8, 'min_samples_split': 27, 'n_estimators': 5695, 'n_jobs': 5, 'random_state': 0}"
2,RandomForestClassifier,accuracy,0.21434310463875472,0.7856568953612453,0.023975116943535716,0.7528089887640449,0.8146067415730337,18.878934277999974,ok,"{'bootstrap': True, 'max_depth': 13, 'max_features': 'sqrt', 'min_samples_leaf': 30, 'min_samples_split': 17, 'n_estimators': 7747, 'n_jobs': 5, 'random_state': 0}"
3,RandomForestClassifier,accuracy,0.17396899127487286,0.8260310087251271,0.0233477720978556,0.7921348314606742,0.8595505617977528,11.196679582999991,ok,"{'bootstrap': False, 'max_depth': 6, 'max_features': 'sqrt', 'min_samples_leaf': 9, 'min_samples_split': 33, 'n_estimators': 4862, 'n_jobs': 5, 'random_state': 0}"
4,RandomForestClassifier,accuracy,0.18182788274433503,0.818172117255665,0.013694253339961372,0.797752808988764,0.8370786516853933,5.222681987000101,ok,"{'bootstrap': True, 'max_depth': 12, 'max_features': 'sqrt', 'min_samples_leaf': 12, 'min_samples_split': 20, 'n_estimators': 1792, 'n_jobs': 5, 'random_state': 0}"
5,RandomForestClassifier,accuracy,0.21546670014437264,0.7845332998556274,0.02296573391633388,0.7528089887640449,0.8146067415730337,10.577275607000047,ok,"{'bootstrap': True, 'max_depth': 11, 'max_features': 'sqrt', 'min_samples_leaf': 31, 'min_samples_split': 3, 'n_estimators': 3974, 'n_jobs': 5, 'random_state': 0}"
6,RandomForestClassifier,accuracy,0.18743330613269715,0.8125666938673028,0.016160779305307422,0.7865168539325843,0.8314606741573034,5.46495314699996,ok,"{'bootstrap': False, 'max_depth': 18, 'max_features': 'auto', 'min_samples_leaf': 20, 'min_samples_split': 2, 'n_estimators': 2187, 'n_jobs': 5, 'random_state': 0}"
7,RandomForestClassifier,accuracy,0.1784508191576173,0.8215491808423827,0.021722628982489375,0.7921348314606742,0.848314606741573,19.05021317900014,ok,"{'bootstrap': False, 'max_depth': 12, 'max_features': 'sqrt', 'min_samples_leaf': 17, 'min_samples_split': 2, 'n_estimators': 8738, 'n_jobs': 5, 'random_state': 0}"
8,RandomForestClassifier,accuracy,0.20315736614148516,0.7968426338585148,0.01582328422782643,0.7696629213483146,0.8146067415730337,16.147327579000148,ok,"{'bootstrap': True, 'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 18, 'min_samples_split': 11, 'n_estimators': 7010, 'n_jobs': 5, 'random_state': 0}"
9,RandomForestClassifier,accuracy,0.20652187558847523,0.7934781244115248,0.01768271192115594,0.7584269662921348,0.8044692737430168,13.371982873999968,ok,"{'bootstrap': False, 'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 33, 'min_samples_split': 21, 'n_estimators': 6708, 'n_jobs': 5, 'random_state': 0}"
10,RandomForestClassifier,accuracy,0.20315108907162138,0.7968489109283786,0.017279251312246915,0.7640449438202247,0.8146067415730337,20.192567188999874,ok,"{'bootstrap': True, 'max_depth': 14, 'max_features': 'sqrt', 'min_samples_leaf': 25, 'min_samples_split': 5, 'n_estimators': 8044, 'n_jobs': 5, 'random_state': 0}"
11,RandomForestClassifier,accuracy,0.17285167283911884,0.8271483271608812,0.023218529303448702,0.797752808988764,0.8595505617977528,9.947846507999884,ok,"{'bootstrap': False, 'max_depth': 15, 'max_features': 'auto', 'min_samples_leaf': 11, 'min_samples_split': 34, 'n_estimators': 3982, 'n_jobs': 5, 'random_state': 0}"
12,RandomForestClassifier,accuracy,0.1762099052162449,0.8237900947837551,0.019357587878004998,0.797752808988764,0.8539325842696629,10.51876103099994,ok,"{'bootstrap': True, 'max_depth': 6, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'min_samples_split': 22, 'n_estimators': 3718, 'n_jobs': 5, 'random_state': 0}"
13,RandomForestClassifier,accuracy,0.180704287238717,0.819295712761283,0.018673271101394426,0.7921348314606742,0.848314606741573,5.271037477999926,ok,"{'bootstrap': True, 'max_depth': 10, 'max_features': 'auto', 'min_samples_leaf': 4, 'min_samples_split': 37, 'n_estimators': 1888, 'n_jobs': 5, 'random_state': 0}"
14,RandomForestClassifier,accuracy,0.2221957190383529,0.7778042809616471,0.020578247483849926,0.7528089887640449,0.8033707865168539,9.592774623999958,ok,"{'bootstrap': True, 'max_depth': 2, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 22, 'n_estimators': 4236, 'n_jobs': 5, 'random_state': 0}"
15,RandomForestClassifier,accuracy,0.1795744146632352,0.8204255853367648,0.020415079055916108,0.7921348314606742,0.8426966292134831,21.96885928200004,ok,"{'bootstrap': False, 'max_depth': 12, 'max_features': 'auto', 'min_samples_leaf': 17, 'min_samples_split': 7, 'n_estimators': 9891, 'n_jobs': 5, 'random_state': 0}"
16,RandomForestClassifier,accuracy,0.20764547109409326,0.7923545289059067,0.022863540885247093,0.7528089887640449,0.8146067415730337,7.87468953199982,ok,"{'bootstrap': False, 'max_depth': 11, 'max_features': 'sqrt', 'min_samples_leaf': 36, 'min_samples_split': 17, 'n_estimators': 3836, 'n_jobs': 5, 'random_state': 0}"
17,RandomForestClassifier,accuracy,0.16834473667691918,0.8316552633230808,0.02214333173097887,0.8089887640449438,0.8651685393258427,3.5835454129999107,ok,"{'bootstrap': False, 'max_depth': 19, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'min_samples_split': 36, 'n_estimators': 1443, 'n_jobs': 5, 'random_state': 0}"
18,RandomForestClassifier,accuracy,0.2042746845772394,0.7957253154227606,0.01942522003404569,0.7584269662921348,0.8146067415730337,3.697776474999955,ok,"{'bootstrap': True, 'max_depth': 4, 'max_features': 'auto', 'min_samples_leaf': 25, 'min_samples_split': 3, 'n_estimators': 1443, 'n_jobs': 5, 'random_state': 0}"
19,RandomForestClassifier,accuracy,0.16048584520745712,0.8395141547925429,0.027608595588069714,0.8089887640449438,0.8820224719101124,3.166910456000096,ok,"{'bootstrap': False, 'max_depth': 15, 'max_features': 'sqrt', 'min_samples_leaf': 9, 'min_samples_split': 15, 'n_estimators': 1255, 'n_jobs': 5, 'random_state': 0}"
20,RandomForestClassifier,accuracy,0.1705982047580189,0.8294017952419811,0.02321204589743639,0.797752808988764,0.8595505617977528,9.674729304000039,ok,"{'bootstrap': False, 'max_depth': 12, 'max_features': 'auto', 'min_samples_leaf': 6, 'min_samples_split': 32, 'n_estimators': 4323, 'n_jobs': 5, 'random_state': 0}"
1,KNeighborsClassifier,accuracy,0.20426840750737552,0.7957315924926245,0.013621308135411802,0.7752808988764045,0.8146067415730337,0.12646533300016927,ok,"{'algorithm': 'auto', 'n_neighbors': 2, 'weights': 'uniform', 'n_jobs': 5}"
2,KNeighborsClassifier,accuracy,0.18626577113803278,0.8137342288619672,0.028843907157634192,0.776536312849162,0.8426966292134831,0.12926440799992633,ok,"{'algorithm': 'brute', 'n_neighbors': 3, 'weights': 'uniform', 'n_jobs': 5}"
3,KNeighborsClassifier,accuracy,0.19863159876969438,0.8013684012303056,0.028829505619454573,0.7696629213483146,0.848314606741573,0.13751214000012624,ok,"{'algorithm': 'brute', 'n_neighbors': 17, 'weights': 'uniform', 'n_jobs': 5}"
